timestamp,unit,sensoridentifier,samplingRate,status,value_nominal
1590041024047608,C,TT-011001,1,"0",23.52
1590041025046891,PSI,PT-015001,1,"0",0.81
1590041025046889,C,TT-014002,1,"0",8.44
1590041025046887,C,TT-014001,1,"0",8.44
1590041025046885,PSI,PT-014002,1,"0",0.81
1590041025046883,PSI,PT-014001,1,"0",0.81
1590041025046881,C,TT-011507,1,"0",17.7
1590041025046879,C,TT-011506,1,"0",17.7
1590041025046877,C,TT-011505,1,"0",17.7
1590041025046875,C,TT-011504,1,"0",17.7
1590041025046873,C,TT-011503,1,"0",17.7
1590041025046871,C,TT-011502,1,"0",17.7
1590041025046870,C,TT-011501,1,"0",17.4
1590041025046868,PSI,PT-012004,1,"0",0.8
1590041025046866,mm,ZT-013001,1,"0",5.8
1590041025046864,C,TT-011207,1,"0",8
1590041025046862,C,TT-011206,1,"0",8
1590041025046860,C,TT-011205,1,"0",8
1590041025046853,C,TT-011204,1,"0",8
1590041025046851,C,TT-011107,1,"0",124
1590041025046849,C,TT-011106,1,"0",124
1590041025046847,C,TT-011105,1,"0",124
1590041025046845,C,TT-011104,1,"0",124
1590041025046843,C,TT-011007,1,"0",19.44
1590041025046841,C,TT-011006,1,"0",19.44
1590041025046840,C,TT-011005,1,"0",19.44
1590041025046838,C,TT-011004,1,"0",19.44
1590041025046836,C,TT-012002,1,"0",124
1590041025046834,C,TT-012001,1,"0",121.56
1590041025046832,PSI,PT-012002,1,"0",0.79
1590041025046830,PSI,PT-012001,1,"0",0.79
1590041025046828,Bar,PT-010001,1,"0",0.14
1590041025046826,C,TT-010001,1,"0",-14.96
1590041025046824,C,TT-011203,1,"0",7.56
1590041025046822,C,TT-011202,1,"0",7.56
1590041025046820,C,TT-011201,1,"0",7.56
1590041025046818,C,TT-011103,1,"0",121.56
1590041025046816,C,TT-011102,1,"0",121.56
1590041025046813,C,TT-011101,1,"0",121.56
1590041025046811,C,TT-011003,1,"0",18.76
1590041025046808,C,TT-011002,1,"0",18.76
1590041025046783,C,TT-011001,1,"0",18.76
1590041026046382,PSI,PT-015001,1,"0",0.88
1590041026046380,C,TT-014002,1,"0",10.67
1590041026046378,C,TT-014001,1,"0",10.67
1590041026046376,PSI,PT-014002,1,"0",0.88
1590041026046374,PSI,PT-014001,1,"0",0.88
1590041026046372,C,TT-011507,1,"0",19.2
1590041026046370,C,TT-011506,1,"0",19.2
1590041026046368,C,TT-011505,1,"0",19.2
1590041026046366,C,TT-011504,1,"0",19.2
1590041026046364,C,TT-011503,1,"0",19.2
1590041026046363,C,TT-011502,1,"0",19.2
1590041026046360,C,TT-011501,1,"0",19.2
1590041026046359,PSI,PT-012004,1,"0",0.88
1590041026046357,mm,ZT-013001,1,"0",6.4
1590041026046355,C,TT-011207,1,"0",10.67
1590041026046353,C,TT-011206,1,"0",10.67
1590041026046351,C,TT-011205,1,"0",10.67
1590041026046349,C,TT-011204,1,"0",10.67
1590041026046347,C,TT-011107,1,"0",138.67
1590041026046345,C,TT-011106,1,"0",138.67
1590041026046343,C,TT-011105,1,"0",138.67
1590041026046341,C,TT-011104,1,"0",138.67
1590041026046339,C,TT-011007,1,"0",23.52
1590041026046337,C,TT-011006,1,"0",23.52
1590041026046335,C,TT-011005,1,"0",23.52
1590041026046333,C,TT-011004,1,"0",23.52
1590041026046332,C,TT-012002,1,"0",138.67
1590041026046329,C,TT-012001,1,"0",138.67
1590041026046327,PSI,PT-012002,1,"0",0.88
1590041026046325,PSI,PT-012001,1,"0",0.88
1590041026046323,Bar,PT-010001,1,"0",0.16
1590041026046321,C,TT-010001,1,"0",-13.24
1590041026046319,C,TT-011203,1,"0",10.67
1590041026046317,C,TT-011202,1,"0",10.67
1590041026046315,C,TT-011201,1,"0",10.67
1590041026046312,C,TT-011103,1,"0",138.67
1590041026046306,C,TT-011102,1,"0",138.67
1590041026046274,C,TT-011101,1,"0",138.67
1590041026046272,C,TT-011003,1,"0",23.52
1590041026046269,C,TT-011002,1,"0",23.52
1590041026046253,C,TT-011001,1,"0",23.52
1590041027046321,PSI,PT-015001,1,"0",0.88
1590041027046320,C,TT-014002,1,"0",10.67
1590041027046318,C,TT-014001,1,"0",10.67
1590041027046316,PSI,PT-014002,1,"0",0.88
1590041027046314,PSI,PT-014001,1,"0",0.88
1590041027046312,C,TT-011507,1,"0",19.2
1590041027046310,C,TT-011506,1,"0",19.2
1590041027046308,C,TT-011505,1,"0",19.2
1590041027046306,C,TT-011504,1,"0",19.2
1590041027046304,C,TT-011503,1,"0",19.2
1590041027046303,C,TT-011502,1,"0",19.2
1590041027046301,C,TT-011501,1,"0",19.2
1590041027046299,PSI,PT-012004,1,"0",0.88
1590041027046297,mm,ZT-013001,1,"0",6.4
1590041027046295,C,TT-011207,1,"0",10.67
1590041027046292,C,TT-011206,1,"0",10.67
1590041027046291,C,TT-011205,1,"0",10.67
1590041027046289,C,TT-011204,1,"0",10.67
1590041027046287,C,TT-011107,1,"0",138.67
1590041027046285,C,TT-011106,1,"0",138.67
1590041027046283,C,TT-011105,1,"0",138.67
1590041027046281,C,TT-011104,1,"0",138.67
1590041027046279,C,TT-011007,1,"0",23.52
1590041027046277,C,TT-011006,1,"0",23.52
1590041027046275,C,TT-011005,1,"0",23.52
1590041027046273,C,TT-011004,1,"0",23.52
1590041027046271,C,TT-012002,1,"0",138.67
1590041027046269,C,TT-012001,1,"0",138.67
1590041027046267,PSI,PT-012002,1,"0",0.88
1590041027046265,PSI,PT-012001,1,"0",0.88
1590041027046263,Bar,PT-010001,1,"0",0.16
1590041027046262,C,TT-010001,1,"0",-13.24
1590041027046260,C,TT-011203,1,"0",10.67
1590041027046258,C,TT-011202,1,"0",10.67
1590041027046256,C,TT-011201,1,"0",10.67
1590041027046253,C,TT-011103,1,"0",138.67
1590041027046251,C,TT-011102,1,"0",138.67
1590041027046242,C,TT-011101,1,"0",138.67
1590041027046210,C,TT-011003,1,"0",23.52
1590041027046207,C,TT-011002,1,"0",23.52
1590041027046192,C,TT-011001,1,"0",23.52
1590041028046542,PSI,PT-015001,1,"0",0.88
1590041028046540,C,TT-014002,1,"0",10.67
1590041028046538,C,TT-014001,1,"0",10.67
1590041028046537,PSI,PT-014002,1,"0",0.88
1590041028046535,PSI,PT-014001,1,"0",0.88
1590041028046533,C,TT-011507,1,"0",19.2
1590041028046531,C,TT-011506,1,"0",19.2
1590041028046530,C,TT-011505,1,"0",19.2
1590041028046528,C,TT-011504,1,"0",19.2
1590041028046525,C,TT-011503,1,"0",19.2
1590041028046523,C,TT-011502,1,"0",19.2
1590041028046521,C,TT-011501,1,"0",19.2
1590041028046520,PSI,PT-012004,1,"0",0.88
1590041028046517,mm,ZT-013001,1,"0",6.4
1590041028046515,C,TT-011207,1,"0",10.67
1590041028046513,C,TT-011206,1,"0",10.67
1590041028046512,C,TT-011205,1,"0",10.67
1590041028046510,C,TT-011204,1,"0",10.67
1590041028046507,C,TT-011107,1,"0",138.67
1590041028046506,C,TT-011106,1,"0",138.67
1590041028046504,C,TT-011105,1,"0",138.67
1590041028046502,C,TT-011104,1,"0",138.67
1590041028046500,C,TT-011007,1,"0",23.52
1590041028046498,C,TT-011006,1,"0",23.52
1590041028046497,C,TT-011005,1,"0",23.52
1590041028046495,C,TT-011004,1,"0",23.52
1590041028046493,C,TT-012002,1,"0",138.67
1590041028046489,C,TT-012001,1,"0",138.67
1590041028046487,PSI,PT-012002,1,"0",0.88
1590041028046485,PSI,PT-012001,1,"0",0.88
1590041028046483,Bar,PT-010001,1,"0",0.16
1590041028046481,C,TT-010001,1,"0",-13.24
1590041028046477,C,TT-011203,1,"0",10.67
1590041028046454,C,TT-011202,1,"0",10.67
1590041028046453,C,TT-011201,1,"0",10.67
1590041028046451,C,TT-011103,1,"0",138.67
1590041028046449,C,TT-011102,1,"0",138.67
1590041028046444,C,TT-011101,1,"0",138.67
1590041028046442,C,TT-011003,1,"0",23.52
1590041028046439,C,TT-011002,1,"0",23.52
1590041028046430,C,TT-011001,1,"0",23.52
1590041029047945,PSI,PT-015001,1,"0",0.88
1590041029047944,C,TT-014002,1,"0",10.67
1590041029047942,C,TT-014001,1,"0",10.67
1590041029047940,PSI,PT-014002,1,"0",0.88
1590041029047938,PSI,PT-014001,1,"0",0.88
1590041029047936,C,TT-011507,1,"0",19.2
1590041029047934,C,TT-011506,1,"0",19.2
1590041029047933,C,TT-011505,1,"0",19.2
1590041029047931,C,TT-011504,1,"0",19.2
1590041029047928,C,TT-011503,1,"0",19.2
1590041029047926,C,TT-011502,1,"0",19.2
1590041029047925,C,TT-011501,1,"0",19.2
1590041029047923,PSI,PT-012004,1,"0",0.88
1590041029047921,mm,ZT-013001,1,"0",6.4
1590041029047919,C,TT-011207,1,"0",10.67
1590041029047917,C,TT-011206,1,"0",10.67
1590041029047915,C,TT-011205,1,"0",10.67
1590041029047914,C,TT-011204,1,"0",10.67
1590041029047911,C,TT-011107,1,"0",138.67
1590041029047909,C,TT-011106,1,"0",138.67
1590041029047907,C,TT-011105,1,"0",138.67
1590041029047903,C,TT-011104,1,"0",138.67
1590041029047894,C,TT-011007,1,"0",23.52
1590041029047892,C,TT-011006,1,"0",23.52
1590041029047890,C,TT-011005,1,"0",23.52
1590041029047888,C,TT-011004,1,"0",23.52
1590041029047886,C,TT-012002,1,"0",138.67
1590041029047884,C,TT-012001,1,"0",138.67
1590041029047882,PSI,PT-012002,1,"0",0.88
1590041029047880,PSI,PT-012001,1,"0",0.88
1590041029047878,Bar,PT-010001,1,"0",0.16
1590041029047875,C,TT-010001,1,"0",-13.24
1590041029047873,C,TT-011203,1,"0",10.67
1590041029047871,C,TT-011202,1,"0",10.67
1590041029047869,C,TT-011201,1,"0",10.67
1590041029047867,C,TT-011103,1,"0",138.67
1590041029047865,C,TT-011102,1,"0",138.67
1590041029047862,C,TT-011101,1,"0",138.67
1590041029047859,C,TT-011003,1,"0",23.52
1590041029047856,C,TT-011002,1,"0",23.52
1590041029047839,C,TT-011001,1,"0",23.52
1590041030047049,PSI,PT-015001,1,"0",0.28
1590041030047047,C,TT-014002,1,"0",-9.33
1590041030047045,C,TT-014001,1,"0",-9.33
1590041030047043,PSI,PT-014002,1,"0",0.26
1590041030047042,PSI,PT-014001,1,"0",0.26
1590041030047039,C,TT-011507,1,"0",5.7
1590041030047037,C,TT-011506,1,"0",5.7
1590041030047035,C,TT-011505,1,"0",5.7
1590041030047033,C,TT-011504,1,"0",5.7
1590041030047031,C,TT-011503,1,"0",5.7
1590041030047029,C,TT-011502,1,"0",5.7
1590041030047027,C,TT-011501,1,"0",5.7
1590041030047025,PSI,PT-012004,1,"0",0.26
1590041030047023,mm,ZT-013001,1,"0",1.9
1590041030047021,C,TT-011207,1,"0",-9.78
1590041030047018,C,TT-011206,1,"0",-9.78
1590041030047017,C,TT-011205,1,"0",-9.78
1590041030047015,C,TT-011204,1,"0",-9.78
1590041030047013,C,TT-011107,1,"0",26.22
1590041030047011,C,TT-011106,1,"0",26.22
1590041030047009,C,TT-011105,1,"0",26.22
1590041030047007,C,TT-011104,1,"0",26.22
1590041030047005,C,TT-011007,1,"0",-7.76
1590041030047003,C,TT-011006,1,"0",-7.76
1590041030047001,C,TT-011005,1,"0",-7.76
1590041030046999,C,TT-011004,1,"0",-7.76
1590041030046997,C,TT-012002,1,"0",26.22
1590041030046995,C,TT-012001,1,"0",26.22
1590041030046993,PSI,PT-012002,1,"0",0.23
1590041030046991,PSI,PT-012001,1,"0",0.23
1590041030046988,Bar,PT-010001,1,"0",0.04
1590041030046986,C,TT-010001,1,"0",-24.73
1590041030046984,C,TT-011203,1,"0",-10.22
1590041030046982,C,TT-011202,1,"0",-10.22
1590041030046980,C,TT-011201,1,"0",-10.22
1590041030046978,C,TT-011103,1,"0",23.78
1590041030046976,C,TT-011102,1,"0",23.78
1590041030046973,C,TT-011101,1,"0",23.78
1590041030046971,C,TT-011003,1,"0",-8.44
1590041030046968,C,TT-011002,1,"0",-8.44
1590041030046962,C,TT-011001,1,"0",-8.44
1590041031046775,PSI,PT-015001,1,"0",0.88
1590041031046773,C,TT-014002,1,"0",10.67
1590041031046771,C,TT-014001,1,"0",10.67
1590041031046770,PSI,PT-014002,1,"0",0.88
1590041031046768,PSI,PT-014001,1,"0",0.88
1590041031046766,C,TT-011507,1,"0",19.2
1590041031046764,C,TT-011506,1,"0",19.2
1590041031046763,C,TT-011505,1,"0",19.2
1590041031046761,C,TT-011504,1,"0",19.2
1590041031046759,C,TT-011503,1,"0",19.2
1590041031046757,C,TT-011502,1,"0",19.2
1590041031046756,C,TT-011501,1,"0",19.2
1590041031046754,PSI,PT-012004,1,"0",0.88
1590041031046751,mm,ZT-013001,1,"0",6.4
1590041031046746,C,TT-011207,1,"0",10.67
1590041031046744,C,TT-011206,1,"0",10.67
1590041031046743,C,TT-011205,1,"0",10.67
1590041031046741,C,TT-011204,1,"0",10.67
1590041031046739,C,TT-011107,1,"0",138.67
1590041031046738,C,TT-011106,1,"0",138.67
1590041031046736,C,TT-011105,1,"0",138.67
1590041031046734,C,TT-011104,1,"0",138.67
1590041031046732,C,TT-011007,1,"0",23.52
1590041031046730,C,TT-011006,1,"0",23.52
1590041031046728,C,TT-011005,1,"0",23.52
1590041031046726,C,TT-011004,1,"0",23.52
1590041031046724,C,TT-012002,1,"0",138.67
1590041031046720,C,TT-012001,1,"0",138.67
1590041031046718,PSI,PT-012002,1,"0",0.88
1590041031046717,PSI,PT-012001,1,"0",0.88
1590041031046715,Bar,PT-010001,1,"0",0.16
1590041031046713,C,TT-010001,1,"0",-13.24
1590041031046711,C,TT-011203,1,"0",10.67
1590041031046709,C,TT-011202,1,"0",10.67
1590041031046706,C,TT-011201,1,"0",10.67
1590041031046703,C,TT-011103,1,"0",138.67
1590041031046666,C,TT-011102,1,"0",138.67
1590041031046664,C,TT-011101,1,"0",138.67
1590041031046662,C,TT-011003,1,"0",23.52
1590041031046659,C,TT-011002,1,"0",23.52
1590041031046644,C,TT-011001,1,"0",23.52
1590041032047320,PSI,PT-015001,1,"0",0.88
1590041032047318,C,TT-014002,1,"0",10.67
1590041032047316,C,TT-014001,1,"0",10.67
1590041032047314,PSI,PT-014002,1,"0",0.88
1590041032047312,PSI,PT-014001,1,"0",0.88
1590041032047310,C,TT-011507,1,"0",19.2
1590041032047308,C,TT-011506,1,"0",19.2
1590041032047306,C,TT-011505,1,"0",19.2
1590041032047304,C,TT-011504,1,"0",19.2
1590041032047302,C,TT-011503,1,"0",19.2
1590041032047301,C,TT-011502,1,"0",19.2
1590041032047299,C,TT-011501,1,"0",19.2
1590041032047297,PSI,PT-012004,1,"0",0.88
1590041032047295,mm,ZT-013001,1,"0",6.4
1590041032047294,C,TT-011207,1,"0",10.67
1590041032047292,C,TT-011206,1,"0",10.67
1590041032047290,C,TT-011205,1,"0",10.67
1590041032047288,C,TT-011204,1,"0",10.67
1590041032047286,C,TT-011107,1,"0",138.67
1590041032047284,C,TT-011106,1,"0",138.67
1590041032047282,C,TT-011105,1,"0",138.67
1590041032047278,C,TT-011104,1,"0",138.67
1590041032047276,C,TT-011007,1,"0",23.52
1590041032047274,C,TT-011006,1,"0",23.52
1590041032047272,C,TT-011005,1,"0",23.52
1590041032047270,C,TT-011004,1,"0",23.52
1590041032047268,C,TT-012002,1,"0",138.67
1590041032047266,C,TT-012001,1,"0",138.67
1590041032047264,PSI,PT-012002,1,"0",0.88
1590041032047262,PSI,PT-012001,1,"0",0.88
1590041032047260,Bar,PT-010001,1,"0",0.16
1590041032047258,C,TT-010001,1,"0",-13.24
1590041032047256,C,TT-011203,1,"0",10.67
1590041032047255,C,TT-011202,1,"0",10.67
1590041032047253,C,TT-011201,1,"0",10.67
1590041032047251,C,TT-011103,1,"0",138.67
1590041032047249,C,TT-011102,1,"0",138.67
1590041032047246,C,TT-011101,1,"0",138.67
1590041032047243,C,TT-011003,1,"0",23.52
1590041032047233,C,TT-011002,1,"0",23.52
1590041032047177,C,TT-011001,1,"0",23.52
1590041033046332,PSI,PT-015001,1,"0",0.88
1590041033046330,C,TT-014002,1,"0",10.67
1590041033046328,C,TT-014001,1,"0",10.67
1590041033046326,PSI,PT-014002,1,"0",0.88
1590041033046324,PSI,PT-014001,1,"0",0.88
1590041033046322,C,TT-011507,1,"0",19.2
1590041033046320,C,TT-011506,1,"0",19.2
1590041033046318,C,TT-011505,1,"0",19.2
1590041033046316,C,TT-011504,1,"0",19.2
1590041033046314,C,TT-011503,1,"0",19.2
1590041033046312,C,TT-011502,1,"0",19.2
1590041033046310,C,TT-011501,1,"0",19.2
1590041033046308,PSI,PT-012004,1,"0",0.88
1590041033046306,mm,ZT-013001,1,"0",6.4
1590041033046304,C,TT-011207,1,"0",10.67
1590041033046302,C,TT-011206,1,"0",10.67
1590041033046300,C,TT-011205,1,"0",10.67
1590041033046298,C,TT-011204,1,"0",10.67
1590041033046296,C,TT-011107,1,"0",138.67
1590041033046294,C,TT-011106,1,"0",138.67
1590041033046293,C,TT-011105,1,"0",138.67
1590041033046291,C,TT-011104,1,"0",138.67
1590041033046289,C,TT-011007,1,"0",23.52
1590041033046287,C,TT-011006,1,"0",23.52
1590041033046284,C,TT-011005,1,"0",23.52
1590041033046283,C,TT-011004,1,"0",23.52
1590041033046281,C,TT-012002,1,"0",138.67
1590041033046278,C,TT-012001,1,"0",138.67
1590041033046275,PSI,PT-012002,1,"0",0.88
1590041033046274,PSI,PT-012001,1,"0",0.88
1590041033046272,Bar,PT-010001,1,"0",0.16
1590041033046270,C,TT-010001,1,"0",-13.24
1590041033046268,C,TT-011203,1,"0",10.67
1590041033046266,C,TT-011202,1,"0",10.67
1590041033046264,C,TT-011201,1,"0",10.67
1590041033046262,C,TT-011103,1,"0",138.67
1590041033046260,C,TT-011102,1,"0",138.67
1590041033046258,C,TT-011101,1,"0",138.67
1590041033046255,C,TT-011003,1,"0",23.52
1590041033046253,C,TT-011002,1,"0",23.52
1590041033046239,C,TT-011001,1,"0",23.52
1590041034047524,PSI,PT-015001,1,"0",0.88
1590041034047522,C,TT-014002,1,"0",10.67
1590041034047520,C,TT-014001,1,"0",10.67
1590041034047518,PSI,PT-014002,1,"0",0.88
1590041034047516,PSI,PT-014001,1,"0",0.88
1590041034047515,C,TT-011507,1,"0",19.2
1590041034047513,C,TT-011506,1,"0",19.2
1590041034047511,C,TT-011505,1,"0",19.2
1590041034047509,C,TT-011504,1,"0",19.2
1590041034047507,C,TT-011503,1,"0",19.2
1590041034047506,C,TT-011502,1,"0",19.2
1590041034047504,C,TT-011501,1,"0",19.2
1590041034047502,PSI,PT-012004,1,"0",0.88
1590041034047500,mm,ZT-013001,1,"0",6.4
1590041034047498,C,TT-011207,1,"0",10.67
1590041034047497,C,TT-011206,1,"0",10.67
1590041034047494,C,TT-011205,1,"0",10.67
1590041034047493,C,TT-011204,1,"0",10.67
1590041034047491,C,TT-011107,1,"0",138.67
1590041034047489,C,TT-011106,1,"0",138.67
1590041034047487,C,TT-011105,1,"0",138.67
1590041034047485,C,TT-011104,1,"0",138.67
1590041034047483,C,TT-011007,1,"0",23.52
1590041034047481,C,TT-011006,1,"0",23.52
1590041034047476,C,TT-011005,1,"0",23.52
1590041034047475,C,TT-011004,1,"0",23.52
1590041034047472,C,TT-012002,1,"0",138.67
1590041034047471,C,TT-012001,1,"0",138.67
1590041034047469,PSI,PT-012002,1,"0",0.88
1590041034047467,PSI,PT-012001,1,"0",0.88
1590041034047465,Bar,PT-010001,1,"0",0.16
1590041034047463,C,TT-010001,1,"0",-13.24
1590041034047461,C,TT-011203,1,"0",10.67
1590041034047459,C,TT-011202,1,"0",10.67
1590041034047457,C,TT-011201,1,"0",10.67
1590041034047455,C,TT-011103,1,"0",138.67
1590041034047453,C,TT-011102,1,"0",138.67
1590041034047451,C,TT-011101,1,"0",138.67
1590041034047448,C,TT-011003,1,"0",23.52
1590041034047418,C,TT-011002,1,"0",23.52
1590041034047405,C,TT-011001,1,"0",23.52
1590041035046509,PSI,PT-015001,1,"0",0.88
1590041035046507,C,TT-014002,1,"0",10.67
1590041035046505,C,TT-014001,1,"0",10.67
1590041035046503,PSI,PT-014002,1,"0",0.88
1590041035046501,PSI,PT-014001,1,"0",0.88
1590041035046499,C,TT-011507,1,"0",19.2
1590041035046497,C,TT-011506,1,"0",19.2
1590041035046495,C,TT-011505,1,"0",19.2
1590041035046493,C,TT-011504,1,"0",19.2
1590041035046492,C,TT-011503,1,"0",19.2
1590041035046489,C,TT-011502,1,"0",19.2
1590041035046487,C,TT-011501,1,"0",19.2
1590041035046485,PSI,PT-012004,1,"0",0.88
1590041035046483,mm,ZT-013001,1,"0",6.4
1590041035046481,C,TT-011207,1,"0",10.67
1590041035046479,C,TT-011206,1,"0",10.67
1590041035046477,C,TT-011205,1,"0",10.67
1590041035046475,C,TT-011204,1,"0",10.67
1590041035046473,C,TT-011107,1,"0",138.67
1590041035046470,C,TT-011106,1,"0",138.67
1590041035046468,C,TT-011105,1,"0",138.67
1590041035046466,C,TT-011104,1,"0",138.67
1590041035046464,C,TT-011007,1,"0",23.52
1590041035046462,C,TT-011006,1,"0",23.52
1590041035046460,C,TT-011005,1,"0",23.52
1590041035046458,C,TT-011004,1,"0",23.52
1590041035046457,C,TT-012002,1,"0",138.67
1590041035046455,C,TT-012001,1,"0",138.67
1590041035046452,PSI,PT-012002,1,"0",0.88
1590041035046450,PSI,PT-012001,1,"0",0.88
1590041035046448,Bar,PT-010001,1,"0",0.16
1590041035046446,C,TT-010001,1,"0",-13.24
1590041035046444,C,TT-011203,1,"0",10.67
1590041035046442,C,TT-011202,1,"0",10.67
1590041035046440,C,TT-011201,1,"0",10.67
1590041035046438,C,TT-011103,1,"0",138.67
1590041035046436,C,TT-011102,1,"0",138.67
1590041035046434,C,TT-011101,1,"0",138.67
1590041035046431,C,TT-011003,1,"0",23.52
1590041035046428,C,TT-011002,1,"0",23.52
1590041035046415,C,TT-011001,1,"0",23.52
1590041036046431,PSI,PT-015001,1,"0",0.58
1590041036046429,C,TT-014002,1,"0",0.89
1590041036046427,C,TT-014001,1,"0",0.89
1590041036046425,PSI,PT-014002,1,"0",0.58
1590041036046423,PSI,PT-014001,1,"0",0.58
1590041036046421,C,TT-011507,1,"0",12.6
1590041036046418,C,TT-011506,1,"0",12.6
1590041036046416,C,TT-011505,1,"0",12.3
1590041036046414,C,TT-011504,1,"0",12.3
1590041036046412,C,TT-011503,1,"0",12.3
1590041036046410,C,TT-011502,1,"0",12.3
1590041036046408,C,TT-011501,1,"0",12.3
1590041036046406,PSI,PT-012004,1,"0",0.56
1590041036046404,mm,ZT-013001,1,"0",4.1
1590041036046402,C,TT-011207,1,"0",0.44
1590041036046400,C,TT-011206,1,"0",0.44
1590041036046398,C,TT-011205,1,"0",0.44
1590041036046396,C,TT-011204,1,"0",0.44
1590041036046394,C,TT-011107,1,"0",82.44
1590041036046392,C,TT-011106,1,"0",82.44
1590041036046390,C,TT-011105,1,"0",80
1590041036046388,C,TT-011104,1,"0",80
1590041036046386,C,TT-011007,1,"0",7.2
1590041036046384,C,TT-011006,1,"0",7.2
1590041036046382,C,TT-011005,1,"0",7.2
1590041036046380,C,TT-011004,1,"0",7.2
1590041036046378,C,TT-012002,1,"0",80
1590041036046376,C,TT-012001,1,"0",80
1590041036046373,PSI,PT-012002,1,"0",0.55
1590041036046366,PSI,PT-012001,1,"0",0.55
1590041036046364,Bar,PT-010001,1,"0",0.1
1590041036046362,C,TT-010001,1,"0",-19.11
1590041036046360,C,TT-011203,1,"0",-0
1590041036046358,C,TT-011202,1,"0",-0
1590041036046356,C,TT-011201,1,"0",-0.44
1590041036046354,C,TT-011103,1,"0",77.56
1590041036046352,C,TT-011102,1,"0",77.56
1590041036046350,C,TT-011101,1,"0",77.56
1590041036046348,C,TT-011003,1,"0",6.52
1590041036046345,C,TT-011002,1,"0",6.52
1590041036046331,C,TT-011001,1,"0",6.52
1590041037046242,PSI,PT-015001,1,"0",0.88
1590041037046240,C,TT-014002,1,"0",10.67
1590041037046238,C,TT-014001,1,"0",10.67
1590041037046236,PSI,PT-014002,1,"0",0.88
1590041037046235,PSI,PT-014001,1,"0",0.88
1590041037046233,C,TT-011507,1,"0",19.2
1590041037046231,C,TT-011506,1,"0",19.2
1590041037046229,C,TT-011505,1,"0",19.2
1590041037046227,C,TT-011504,1,"0",19.2
1590041037046225,C,TT-011503,1,"0",19.2
1590041037046223,C,TT-011502,1,"0",19.2
1590041037046221,C,TT-011501,1,"0",19.2
1590041037046219,PSI,PT-012004,1,"0",0.88
1590041037046217,mm,ZT-013001,1,"0",6.4
1590041037046216,C,TT-011207,1,"0",10.67
1590041037046212,C,TT-011206,1,"0",10.67
1590041037046210,C,TT-011205,1,"0",10.67
1590041037046208,C,TT-011204,1,"0",10.67
1590041037046206,C,TT-011107,1,"0",138.67
1590041037046204,C,TT-011106,1,"0",138.67
1590041037046202,C,TT-011105,1,"0",138.67
1590041037046200,C,TT-011104,1,"0",138.67
1590041037046199,C,TT-011007,1,"0",23.52
1590041037046196,C,TT-011006,1,"0",23.52
1590041037046194,C,TT-011005,1,"0",23.52
1590041037046192,C,TT-011004,1,"0",23.52
1590041037046190,C,TT-012002,1,"0",138.67
1590041037046188,C,TT-012001,1,"0",138.67
1590041037046187,PSI,PT-012002,1,"0",0.88
1590041037046184,PSI,PT-012001,1,"0",0.88
1590041037046182,Bar,PT-010001,1,"0",0.16
1590041037046180,C,TT-010001,1,"0",-13.24
1590041037046178,C,TT-011203,1,"0",10.67
1590041037046175,C,TT-011202,1,"0",10.67
1590041037046170,C,TT-011201,1,"0",10.67
1590041037046141,C,TT-011103,1,"0",138.67
1590041037046139,C,TT-011102,1,"0",138.67
1590041037046137,C,TT-011101,1,"0",138.67
1590041037046135,C,TT-011003,1,"0",23.52
1590041037046132,C,TT-011002,1,"0",23.52
1590041037046118,C,TT-011001,1,"0",23.52
1590041038046464,PSI,PT-015001,1,"0",0.88
1590041038046461,C,TT-014002,1,"0",10.67
1590041038046459,C,TT-014001,1,"0",10.67
1590041038046457,PSI,PT-014002,1,"0",0.88
1590041038046455,PSI,PT-014001,1,"0",0.88
1590041038046453,C,TT-011507,1,"0",19.2
1590041038046451,C,TT-011506,1,"0",19.2
1590041038046449,C,TT-011505,1,"0",19.2
1590041038046447,C,TT-011504,1,"0",19.2
1590041038046446,C,TT-011503,1,"0",19.2
1590041038046443,C,TT-011502,1,"0",19.2
1590041038046442,C,TT-011501,1,"0",19.2
1590041038046440,PSI,PT-012004,1,"0",0.88
1590041038046438,mm,ZT-013001,1,"0",6.4
1590041038046436,C,TT-011207,1,"0",10.67
1590041038046434,C,TT-011206,1,"0",10.67
1590041038046431,C,TT-011205,1,"0",10.67
1590041038046424,C,TT-011204,1,"0",10.67
1590041038046422,C,TT-011107,1,"0",138.67
1590041038046421,C,TT-011106,1,"0",138.67
1590041038046418,C,TT-011105,1,"0",138.67
1590041038046416,C,TT-011104,1,"0",138.67
1590041038046414,C,TT-011007,1,"0",23.52
1590041038046412,C,TT-011006,1,"0",23.52
1590041038046411,C,TT-011005,1,"0",23.52
1590041038046409,C,TT-011004,1,"0",23.52
1590041038046407,C,TT-012002,1,"0",138.67
1590041038046404,C,TT-012001,1,"0",138.67
1590041038046402,PSI,PT-012002,1,"0",0.88
1590041038046401,PSI,PT-012001,1,"0",0.88
1590041038046399,Bar,PT-010001,1,"0",0.16
1590041038046397,C,TT-010001,1,"0",-13.24
1590041038046395,C,TT-011203,1,"0",10.67
1590041038046393,C,TT-011202,1,"0",10.67
1590041038046391,C,TT-011201,1,"0",10.67
1590041038046389,C,TT-011103,1,"0",138.67
1590041038046387,C,TT-011102,1,"0",138.67
1590041038046385,C,TT-011101,1,"0",138.67
